Name,Birthday,Outcome Type,Outcome Subtype,Animal Type,Sex,Breed,Color
*Sasha,10/7/14,Adoption,,Cat,Spayed Female,Domestic Shorthair,Calico
Churu,12/6/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
*Keller,9/9/17,Adoption,,Dog,Neutered Male,German Shepherd/Anatol Shepherd,Silver/Black
*Givenchy,1/2/19,Transfer,Partner,Dog,Spayed Female,Australian Cattle Dog Mix,Black/Tan
*Wimberly,6/6/13,Transfer,Partner,Dog,Neutered Male,Great Pyrenees Mix,White/Brown
Sparky,9/28/09,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair,Sable
Gabby,9/11/18,Transfer,Partner,Dog,Intact Female,Beagle/Pointer,White/Black
*Tootles,3/4/18,Transfer,Partner,Dog,Spayed Female,Collie Smooth Mix,Tricolor
Niko,9/11/18,Transfer,Partner,Dog,Intact Male,Beagle/Labrador Retriever,White/Brown
*Herb,9/4/17,Transfer,Partner,Dog,Intact Male,Australian Cattle Dog/Siberian Husky,Tricolor
Chocolate,9/3/17,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Chocolate/White
Alfred,9/26/10,Adoption,,Dog,Neutered Male,Basset Hound Mix,Tan/White
*Bingley,8/18/14,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White
*Wilbur,7/22/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,White/Brown Tabby
,5/12/15,Return to Owner,,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
Sunset,9/10/06,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby
*Glory,5/6/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
*Orville,7/22/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White
*Madison,6/3/13,Adoption,,Dog,Spayed Female,Labrador Retriever/Basset Hound,Chocolate
Koko,8/24/06,Return to Owner,,Dog,Intact Female,Miniature Schnauzer Mix,White
*Annalea,3/9/13,Adoption,,Dog,Spayed Female,Labrador Retriever/Australian Kelpie,Black
*Beth,10/26/10,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
Lizzy,5/29/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
Jake,5/25/07,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Brown
,8/3/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
Izzy,4/30/12,Return to Owner,,Dog,Intact Female,Chihuahua Shorthair Mix,Black/Brown
Big Man,4/20/09,Return to Owner,,Dog,Neutered Male,Dachshund Longhair Mix,Red/Black
Michael,8/9/13,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White
Ruby Rose,9/6/11,Adoption,Foster,Dog,Spayed Female,Dachshund Mix,Red/White
Chloe,3/28/14,Adoption,,Dog,Spayed Female,Great Pyrenees Mix,White
,10/19/14,Return to Owner,,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White
Bambino,3/17/14,Adoption,,Cat,Neutered Male,Domestic Longhair Mix,Black/White
,10/6/13,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White
,12/9/14,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
*Daphne,6/4/15,Transfer,Partner,Dog,Intact Female,Bull Terrier Mix,Tan/White
Riley,5/8/13,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Brown/White
Loki,7/13/15,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White
*Brook,2/24/10,Euthanasia,Suffering,Dog,Spayed Female,Pit Bull Mix,White/Brown Brindle
,9/16/18,Died,Enroute,Other,Unknown,Bat,Brown
Olive,3/2/19,Transfer,Partner,Dog,Spayed Female,Labrador Retriever,Black
Thirsty,3/1/13,Transfer,Partner,Dog,Intact Male,Australian Shepherd Mix,Tricolor/Blue Merle
Duke,3/18/10,Return to Owner,,Dog,Neutered Male,Akita Mix,Brown Brindle/White
Hatch,1/1/02,Return to Owner,,Dog,Spayed Female,Yorkshire Terrier Mix,Tan
Kitten,2/17/19,Return to Owner,,Dog,Intact Female,Pointer/Pit Bull,White/Blue Tiger
Dolly,8/12/15,Transfer,Partner,Dog,Intact Female,Miniature Schnauzer,Black
*Skittles,4/9/15,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black
Louise,10/11/18,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair,Tan
Sammi,4/1/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Blue Tabby
*Charlotte,2/19/13,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby
Skinny Milone,5/5/18,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
*Quasimodo,9/11/15,Transfer,Partner,Dog,Intact Male,German Shepherd,Black/Tan
,7/11/11,Adoption,,Dog,Spayed Female,Cairn Terrier Mix,Buff
*Jensy,8/25/15,Adoption,,Dog,Neutered Male,Black Mouth Cur Mix,Tan
Mr. Sammy,5/31/15,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Yellow
,6/1/15,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
Brynn,5/8/13,Adoption,Offsite,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White
Cujo,9/14/17,Return to Owner,,Dog,Intact Male,American Bulldog Mix,Brown/White
*Willie,5/7/11,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Blue/White
Cujo,9/14/17,Return to Owner,,Dog,Intact Male,American Bulldog Mix,Brown/White
Tazbo,4/1/02,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Red/White
Roy,3/20/16,Adoption,Foster,Dog,Neutered Male,American Staffordshire Terrier,White
Gabby,1/18/15,Adoption,,Dog,Spayed Female,Labrador Retriever/Australian Cattle Dog,Tan/White
Lark,12/11/12,Transfer,Partner,Dog,Intact Female,Pomeranian,Red
Tallulah,9/9/11,Adoption,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle
Happy,7/3/15,Transfer,Partner,Dog,Intact Female,Catahoula Mix,Black/Brown
Angel Baby,9/12/16,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White
Soyrizo,9/23/15,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue
Boo Boo,4/12/12,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Stevie,9/30/10,Euthanasia,Suffering,Dog,Intact Female,Pit Bull Mix,Blue/White
*Mister,6/21/13,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,4/18/13,Transfer,Partner,Other,Unknown,Gerbil Mix,White
Nox,4/20/15,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Blue
*Patches,6/26/19,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair,Calico
*Sonnet,1/22/16,Adoption,,Dog,Spayed Female,Basenji Mix,Red/Black
,10/17/12,Euthanasia,Rabies Risk,Other,Unknown,Raccoon,Gray/Black
Duncan,12/29/11,Return to Owner,,Dog,Neutered Male,Miniature Poodle Mix,Gray
*Georgia,4/8/14,Adoption,,Dog,Spayed Female,Rat Terrier Mix,Tricolor
Cowboy,1/19/17,Adoption,,Cat,Neutered Male,Siamese Mix,Seal Point
*Caesar,7/6/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Blue
,9/2/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Orange
*Amber,9/4/12,Transfer,Partner,Dog,Spayed Female,American Pit Bull Terrier Mix,Fawn/White
,6/16/13,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
*Millie,8/8/12,Adoption,,Dog,Spayed Female,German Shepherd/Labrador Retriever,Black
,5/13/14,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
*Betty,7/5/12,Adoption,Foster,Dog,Spayed Female,Beagle/Miniature Pinscher,Black/Tricolor
Nermal,9/16/07,Return to Owner,,Cat,Intact Female,Domestic Shorthair,Torbie
Link,6/21/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White
,1/2/16,Transfer,Partner,Other,Unknown,Rabbit Sh Mix,Blue
Daisy,5/29/12,Adoption,,Dog,Spayed Female,Boxer,Brown/White
Scarlett,2/23/10,Return to Owner,,Dog,Spayed Female,Staffordshire Mix,Brown/White
,7/23/19,Adoption,Foster,Cat,Intact Male,Domestic Shorthair,Black/White
Tabitha,11/9/09,Transfer,Partner,Dog,Intact Female,Dachshund,Red Merle/White
,5/8/16,Transfer,Partner,Cat,Unknown,Siamese Mix,Blue Point
*Dorothy,9/8/14,Adoption,,Dog,Spayed Female,Boxer,Tan/White
Taz,6/24/14,Return to Owner,,Dog,Intact Male,West Highland Mix,White
Zeus,3/11/18,Adoption,Foster,Dog,Neutered Male,Flat Coat Retriever Mix,Black/White
Valentine,2/14/16,Return to Owner,,Dog,Spayed Female,Catahoula Mix,Brown Brindle
,9/12/18,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,White/Tan
Colton,4/5/14,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
Penny,2/8/15,Return to Owner,,Dog,Spayed Female,Australian Shepherd,Tricolor
Peaches,11/19/15,Adoption,,Dog,Spayed Female,Labrador Retriever/Rottweiler,Red
Tucker,5/17/12,Adoption,Foster,Dog,Neutered Male,Black Mouth Cur Mix,Tan
*Trixie,6/26/19,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair,Brown Tabby
,4/29/14,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown/Black
Manchita,7/29/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Max,9/16/17,Return to Owner,,Dog,Intact Male,Pit Bull,White/Blue
Squawler,1/19/17,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
Mr.Giggles,3/13/12,Return to Owner,,Dog,Neutered Male,Pug Mix,Black/White
,4/25/12,Adoption,,Bird,Intact Male,Bantam Mix,White
Max,3/11/16,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
*Kuma,6/25/11,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,5/31/13,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White
*Blanche,9/8/14,Adoption,,Dog,Spayed Female,Boxer,Tan/White
*Nicoise,7/6/19,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair,Black
Cheif,8/10/15,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
*Lisa Lopes,11/2/10,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black
George,3/25/08,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
,12/14/15,Euthanasia,Medical,Other,Unknown,Opossum,Gray
Oliver,10/12/07,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
,9/25/16,Transfer,Partner,Dog,Intact Female,German Shepherd Mix,Black/Tan
Luna,2/3/14,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Tan/White
Olivia,8/10/14,Adoption,,Dog,Spayed Female,Papillon Mix,White/Black
Sampson,8/8/12,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White
Roscoe,9/12/11,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Yellow
Leo,9/12/17,Adoption,,Dog,Neutered Male,Shih Tzu Mix,White/Black
Marsha,6/8/14,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
Mister,7/21/10,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Blue
*Malphur,11/2/18,Transfer,Partner,Dog,Neutered Male,Pointer Mix,White/Black
*Nickolas,4/11/19,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Black/White
*Ginger,1/8/19,Transfer,Partner,Dog,Intact Female,Plott Hound,Brown Brindle/White
Luna,3/8/19,Transfer,Partner,Dog,Spayed Female,Labrador Retriever,Black
Rocky,5/21/12,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue/White
Chase,5/31/15,Adoption,,Dog,Neutered Male,Norfolk Terrier Mix,Gray/White
*Henry,12/31/13,Transfer,Partner,Other,Unknown,Mouse Mix,Gray/Black
,8/22/14,Transfer,Partner,Other,Unknown,Hamster,Tan/White
,3/6/19,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,White/Black
*Sydney,10/17/13,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Blue Merle
Root Beer,4/10/14,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black
,8/26/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Bella,7/31/08,Return to Owner,,Dog,Spayed Female,Bull Terrier Mix,Black/White
Chespita,5/17/18,Return to Owner,,Dog,Intact Female,Bichon Frise Mix,White
Haydens,9/10/06,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White
*Sonny,8/31/16,Transfer,Partner,Dog,Intact Male,Black Mouth Cur Mix,Red/Black
*Orion,9/12/17,Transfer,Partner,Dog,Intact Female,Old English Sheepdog,Gray/White
*Ladybird,9/9/16,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,White/Brown
Domino,9/2/17,Transfer,Partner,Dog,Neutered Male,Basset Hound Mix,White/Black
*Tailz,9/2/17,Transfer,Partner,Dog,Intact Male,Weimaraner/Labrador Retriever,Gray
,5/1/19,Transfer,Partner,Dog,Spayed Female,Plott Hound Mix,Brown Brindle
*Brownz,9/2/16,Transfer,Partner,Dog,Neutered Male,Carolina Dog,Red
*Newton,5/11/16,Adoption,Foster,Dog,Spayed Female,Catahoula/Plott Hound,Black/White
Bert,10/18/16,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Gray Tabby
*Babe,7/3/11,Adoption,Foster,Dog,Spayed Female,Presa Canario Mix,Brown Brindle
Nikita,1/13/13,Adoption,,Dog,Spayed Female,Yorkshire Terrier/Border Terrier,Tan/White
*Suki,5/4/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Torbie
*Prince,12/14/12,Adoption,,Dog,Neutered Male,Pit Bull Mix,Chocolate/White
*Skippy,3/1/18,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Red/White
*Lily,4/3/13,Adoption,,Dog,Spayed Female,Queensland Heeler/Pit Bull,White/Tan
,10/16/14,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White
Saber,4/7/08,Adoption,,Dog,Neutered Male,Pit Bull Mix,Red/White
,6/21/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
*Winifred,8/18/12,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Blue
,2/23/15,Adoption,,Dog,Neutered Male,Miniature Poodle Mix,White
Annie,10/6/11,Transfer,Partner,Dog,Intact Female,Shih Tzu,Sable
Sock,1/17/16,Return to Ownerdopt,,Dog,Neutered Male,Pit Bull Mix,White
*Sasha,2/27/16,Adoption,,Dog,Spayed Female,Pit Bull Mix,Red/White
,10/15/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Leo,4/18/13,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
Chula,12/17/98,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,White
,7/23/14,Died,,Other,Unknown,Bat,Brown/Black
,4/2/15,Transfer,SCRP,Cat,Spayed Female,Siamese,Lynx Point
*Roy,8/6/18,Adoption,,Cat,Neutered Male,Domestic Shorthair,White/Orange Tabby
Mj,9/23/11,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White
Bella,12/11/10,Euthanasia,Aggressive,Dog,Spayed Female,Chow Chow/English Cocker Spaniel,Brown
Cujo,9/14/17,Return to Ownerdopt,,Dog,Neutered Male,American Bulldog Mix,Brown/White
Marty,3/7/15,Adoption,,Dog,Intact Male,Beagle Mix,Brown/White
Easy,9/26/10,Return to Owner,,Dog,Intact Male,Cane Corso Mix,Blue/White
Winnie,5/14/12,Transfer,Partner,Dog,Spayed Female,Australian Shepherd Mix,Brown/White
,7/15/19,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Cream Tabby/White
,10/19/16,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan
Rocky,8/20/13,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown Brindle/White
,9/22/13,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Black
Reuben,9/2/15,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Brown
,8/9/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie/White
,7/13/19,Adoption,,Dog,Spayed Female,Anatol Shepherd Mix,Brown/White
Jj,11/26/07,Return to Owner,,Dog,Neutered Male,Jack Russell Terrier Mix,White/Tan
Damian,3/26/13,Return to Owner,,Dog,Intact Male,Rottweiler,Black/Tan
,9/4/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White
,9/10/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Blue Tabby
*Flute,5/4/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Tortie
Roscoe,5/6/12,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White
Momo,3/28/17,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black
Yogi,12/3/09,Transfer,Partner,Cat,Neutered Male,Domestic Longhair Mix,White/Orange Tabby
,9/10/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Tortie
,6/6/16,Adoption,Foster,Dog,Neutered Male,Australian Shepherd/Cardigan Welsh Corgi,Chocolate/White
Dijon,7/28/17,Adoption,,Dog,Spayed Female,Pit Bull,Fawn/White
Echo,4/15/18,Adoption,,Dog,Spayed Female,Great Pyrenees Mix,Tricolor
,9/10/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Orange Tabby
,9/12/18,Transfer,Snr,Cat,Unknown,Domestic Shorthair,Brown Tabby/White
,9/12/17,Transfer,Snr,Cat,Unknown,Domestic Shorthair,Tortie
*Tippy,2/9/16,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/White
Chaquito,10/1/11,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Black
*Betty,3/9/16,Transfer,Partner,Cat,Spayed Female,Domestic Medium Hair Mix,Black
,8/25/13,Adoption,,Bird,Unknown,Cockatiel,Gray/White
,6/14/19,Adoption,,Dog,Spayed Female,German Shepherd,Tan/Black
*Buddy,11/9/10,Adoption,Foster,Dog,Neutered Male,Labrador Retriever Mix,Buff
*Medelia,9/8/15,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby/White
,8/21/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Lightning,9/8/17,Adoption,,Dog,Spayed Female,German Shepherd,Black/Tan
,7/25/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Jj,9/3/09,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Yellow/White
,9/12/17,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Calico
Princess,7/31/13,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Brown/White
*Gorgonzola,9/2/18,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Fawn/Cream
Apollo,9/17/18,Return to Owner,,Dog,Intact Male,Pit Bull,Brown Brindle
*Pippa,3/2/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Daisy,4/26/19,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Yellow/White
Jimbo,9/8/18,Adoption,,Dog,Intact Male,Labrador Retriever,Black
*Annie,9/7/18,Adoption,,Dog,Spayed Female,German Shepherd,Brown/Black
,4/14/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White
Tulsi,12/28/14,Return to Owner,,Dog,Spayed Female,Toy Poodle Mix,Brown
Lucy,2/6/18,Adoption,,Dog,Spayed Female,Pit Bull,Gray/White
Sven,11/28/14,Adoption,,Dog,Neutered Male,Great Pyrenees Mix,White/Tan
,9/12/18,Adoption,,Dog,Neutered Male,Smooth Fox Terrier,Black Brindle/White
,7/15/19,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby
,9/12/17,Transfer,Partner,Dog,Intact Male,Miniature Pinscher,Black/Brown
Nayla,9/16/17,Return to Owner,,Dog,Intact Female,Siberian Husky,White
*Myrtle,10/8/13,Transfer,Partner,Dog,Intact Female,Boxer Mix,Red/White
Rascal/Pipe,8/12/15,Adoption,,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White
,5/18/16,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,White/Brown
,4/12/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue
*Prissy,8/12/11,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Lynx Point
Angus,5/5/18,Transfer,Partner,Dog,Intact Male,Australian Cattle Dog,Red Tick
Cali,10/6/15,Adoption,,Cat,Spayed Female,Domestic Shorthair,Calico
*Boomer,8/31/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White
Stud,3/10/14,Adoption,,Dog,Neutered Male,Smooth Fox Terrier Mix,White/Tan
Shakira,11/15/13,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair/Cocker Spaniel,Tan/White
Duke,5/13/15,Return to Owner,,Dog,Intact Female,Labrador Retriever Mix,Black
,9/1/16,Transfer,Partner,Cat,Unknown,Siamese Mix,Seal Point
*Liliana,5/15/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Lola,7/29/08,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Tan
,7/7/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Jinx,10/22/13,Adoption,,Dog,Spayed Female,Greyhound Mix,Brown Brindle/White
,10/28/13,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
Penelope,9/28/11,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Black
*Ebony,4/27/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
Cabel,3/24/10,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Brown
,9/20/13,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Millie,11/13/16,Adoption,Foster,Dog,Spayed Female,Redbone Hound Mix,Red
,10/4/11,Transfer,Partner,Dog,Intact Female,Rat Terrier/Australian Cattle Dog,Tricolor
,7/15/19,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White
Stacks,12/24/13,Return to Owner,,Dog,Intact Male,Pit Bull Mix,Blue/White
Bubba,4/20/14,Adoption,,Dog,Neutered Male,Pug/Labrador Retriever,Brown/Black
Butterball,7/7/19,Return to Owner,,Dog,Intact Female,Chihuahua Shorthair,Red/White
Indio,11/20/09,Adoption,Foster,Dog,Neutered Male,German Shepherd,Brown/Black
Xena,6/1/19,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,Brown/Black
*Lucas,10/30/15,Adoption,,Cat,Intact Male,Domestic Medium Hair Mix,Blue/White
Dallas,10/2/14,Adoption,Foster,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White
*Pepper,7/28/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby
,7/2/19,Adoption,Foster,Dog,Neutered Male,Labrador Retriever,Black/White
Bindi,7/29/11,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tan
*Salt,7/28/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,White/Orange
*190 Grams,9/12/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Blue Tabby
*Kiska,5/24/11,Transfer,Partner,Dog,Spayed Female,German Shepherd/Australian Cattle Dog,Black/Tan
,8/24/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black
,6/7/19,Transfer,Partner,Dog,Neutered Male,Australian Shepherd Mix,White/Brown
*Jane,8/18/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie/White
*May,3/3/15,Adoption,Foster,Dog,Spayed Female,German Shepherd/Australian Cattle Dog,Red/White
Mia,3/11/18,Adoption,Foster,Dog,Spayed Female,Boxer Mix,Brown/White
*Glinda,9/13/17,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Blue/White
Sandra,12/29/12,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,8/16/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black/White
*Moose,9/5/16,Transfer,Partner,Dog,Intact Male,Pit Bull,Black/White
*Dandelion,6/7/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
,8/16/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White
Fat Fat,3/4/14,Adoption,,Dog,Neutered Male,Catahoula Mix,Brown Brindle
Ariel,5/5/04,Adoption,,Cat,Spayed Female,Maine Coon Mix,Brown Tabby
,3/23/15,Died,,Other,Unknown,Bat,Black/Brown
Moose,8/28/14,Adoption,,Dog,Neutered Male,Cardigan Welsh Corgi Mix,Black
*Maybelle,11/15/15,Transfer,Partner,Dog,Spayed Female,Cocker Spaniel Mix,Tan/White
,3/5/09,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,10/9/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Ross,9/26/12,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle
Anakin,4/1/15,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White
,12/4/10,Euthanasia,Behavior,Dog,Intact Male,Pit Bull Mix,Tan
*Lisa Lopes,11/2/10,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Black
,8/16/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Calico/White
,6/6/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
Waffles,4/11/15,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
Lexus,1/25/18,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Brown Brindle
Snowball,9/15/14,Return to Owner,,Cat,Unknown,Ragdoll,Flame Point
,8/16/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White
Kitty,2/13/02,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico
*Barrett,8/5/11,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
Barley,6/29/17,Adoption,,Dog,Neutered Male,Catahoula,Brown Brindle/White
